title,release_year,language,genre,overview,vote_average,vote_count,popularity,cleaned_overview
Lessons of Love,2019,Italienisch,Drama,thirtyyearold yuri father run last farm left small remote mountain village desperate find love yuri meet young woman strip club chiara camparas fiction film debut take hyperreal approach portray forgotten member society giving story incredibly authentic feel,6.2,4.0,0.289,thirtyyearold yuri father run last farm left small remote mountain village desperate find love yuri meet young woman strip club chiara camparas fiction film debut take hyperreal approach portray forgotten member society giving story incredibly authentic feel
Grabadora Sound,2019,Italienisch,Humor,suburb rome musician looking something original complete musical production girl trying work secondhand dealer recovering old object one step time passion bring together,0.0,0.0,0.185,suburb rome musician looking something original complete musical production girl trying work secondhand dealer recovering old object one step time passion bring together
Adagio,2023,Italienisch,Action,tangled blackmail crooked cop son former gangster seek father old friend risk everything save,6.546,196.0,6.264,tangled blackmail crooked cop son former gangster seek father old friend risk everything save
Rwanda,2019,Italienisch,Action,two white italian actor play black rwandan factbased tale set rwanda genocide,7.3,10.0,0.952,two white italian actor play black rwandan factbased tale set rwanda genocide
Lunar Synth Hits,2019,Italienisch,Drama,brief look disruption expectation jacket,0.0,0.0,1.225,brief look disruption expectation jacket
6 meglio di me,2018,Italienisch,Humor,depressed lack inspiration must write successful hip hop record superstar singer relationship daughter former girlfriend new girl met social network roommate therapist woman directly undirectly help solve personal familiar working problem,4.5,2.0,0.434,depressed lack inspiration must write successful hip hop record superstar singer relationship daughter former girlfriend new girl met social network roommate therapist woman directly undirectly help solve personal familiar working problem
God Willing,2015,Italienisch,Humor,son atheist authoritarian father believed liberal want become priest,6.487,595.0,6.961,son atheist authoritarian father believed liberal want become priest
Tutti a casa,2018,Italienisch,Drama,tutti casa real story maria silvia spolato university math teacher activist lesbian 70sshe photographed feminist demonstration homosexual liberation sign fired disowned family lived homeless 40 year without ever asking anyone anything except sometimes book read,0.0,0.0,0.348,tutti casa real story maria silvia spolato university math teacher activist lesbian sshe photographed feminist demonstration homosexual liberation sign fired disowned family lived homeless year without ever asking anyone anything except sometimes book read
Torno indietro e cambio vita,2015,Italienisch,Humor,marco married gorgeous woman child great job everything seems perfect least wife 25 year announces another want separation marco forced leave home,5.507,301.0,5.491,marco married gorgeous woman child great job everything seems perfect least wife year announces another want separation marco forced leave home
The Champions League,2016,Italienisch,Humor,two men must struggle travel prague champion league football final match,4.382,76.0,3.09,two men must struggle travel prague champion league football final match
Ovvi destini,2019,Italienisch,Drama,three sister laura eldest lucia middle one costanza younger costanza wheelchair bound accident caused laura costanza lucia aware lauras responsibility strange carlo start blackmailing laura,0.0,0.0,0.856,three sister laura eldest lucia middle one costanza younger costanza wheelchair bound accident caused laura costanza lucia aware lauras responsibility strange carlo start blackmailing laura
Daughter of Mine,2018,Italienisch,Drama,daughter torn two mother one raised love biological mother instinctively claim back,6.3,62.0,2.764,daughter torn two mother one raised love biological mother instinctively claim back
The tiger wears black,2023,Italienisch,Horror,serial killer terrorizes city ancona carlotta young girl suspicious new neighbor one night try follow thing seem,0.0,0.0,0.08,serial killer terrorizes city ancona carlotta young girl suspicious new neighbor one night try follow thing seem
Eddie & Sunny,2022,Italienisch,Romanze,desperate homeless couple commit selfdefense homicide leaving child fugitive pursuit safe harbor,6.5,9.0,1.181,desperate homeless couple commit selfdefense homicide leaving child fugitive pursuit safe harbor
If Only,2020,Italienisch,Drama,alma jean sebastiano child divorced parent arrive rome paris visit father holiday family tension come surface,6.375,48.0,3.681,alma jean sebastiano child divorced parent arrive rome paris visit father holiday family tension come surface
One Kiss,2016,Italienisch,Romanze,lorenzo blue antonio lot common sixteen attending class school small town northeast family love three though different reason come isolated peer new friendship help resist mechanical attraction fear judgment others grasp unprepared,6.725,271.0,7.446,lorenzo blue antonio lot common sixteen attending class school small town northeast family love three though different reason come isolated peer new friendship help resist mechanical attraction fear judgment others grasp unprepared
Puccini: La Bohème,2016,Italienisch,Romanze,puccini masterpiece la bohme far represented opera world famous puccini festival torre del lago 2014 puccini composed main opera la bohme directed one italy greatest film director ettore scola creator high number awardwinning seminal film explains programme note soon approached stage la bohme fight hard resist temptation give life revolutionary idea end decided traditional looking rich grandiose detailed bohme together exceptional cast daniela des fabio armiliato alessandro luongo marco spotti alida berti production make incomparable great performance,0.0,0.0,0.133,puccini masterpiece la bohme far represented opera world famous puccini festival torre del lago puccini composed main opera la bohme directed one italy greatest film director ettore scola creator high number awardwinning seminal film explains programme note soon approached stage la bohme fight hard resist temptation give life revolutionary idea end decided traditional looking rich grandiose detailed bohme together exceptional cast daniela fabio armiliato alessandro luongo marco spotti alida berti production make incomparable great performance
