title,release_year,language,overview,vote_average,vote_count,popularity
Brillantissime,2018,Französisch,"After getting dumped on Christmas Eve, Angela must rebuild her life surrounded by her rebellious teenager, her tyrannical mother, her hysterical best friend, and a weird psychologist.",4.9,134,6.043
Woman,2020,Französisch,"The film is based on interviews with 2,000 women from 50 countries, and covers the status of women all over the world. The topics covered include forced marriages, sexual assault, female genital mutilation, acid attacks, motherhood, sexuality, menstruation, education and the professional success of women.",7.9,38,4.185
Amélie: The Real Story,2023,Französisch,The truth about the real Amélie Poulain is finally revealed.,4.333,3,6.406
Take Me Home,2023,Französisch,"Paul Barral, mayor of a small mountain town at the foot of Mont-Blanc, is fighting to maintain business and protect the school from an announced closure. Not without determination, the Mayor may have found the solution.",6.211,19,5.663
"Les Enfoirés 2023 - Enfoirés un jour, toujours",2023,Französisch,"In January 2023, the Enfoirés performed at La Halle Tony Garnier in Lyon. True to the caused started by Coluche in 1985, forty-seven renowned artists responded, in a festive and warm atmosphere. The Enfoirés are back with the public after two years of absence. Beautiful moments of emotion and laughter are on the agenda.",7.75,4,6.186
Arlette,2022,Französisch,"Approached by the Prime Minister of Quebec to rejuvenate the image of his government, Arlette Saint-Amour becomes, overnight, Minister of Culture. She succeeds by her look and her daring in creating a real buzz around Culture.",5.7,10,3.856
Les Bodin's chez les Belges,2023,Französisch,,6.0,1,3.592
L'alarme,2023,Französisch,,0.0,0,3.34
My Guy,2018,Französisch,"After a violent car crash, Marilyn must take care of her man, who suffers from severe head trauma.",6.6,65,3.24
Stay With Us,2022,Französisch,"Gad Elmaleh decides to leave New York and move back to Paris, to get baptized and become a Catholic. Despite his attempt to hide the truth from his Jewish family, Gad's parents discover their son's unconditional love for the Virgin Mary – and for them, it’s a nightmare! Determined to bring Gad back to reason and to his Jewishness, they turn his conversion into a battlefield - as Gad tries to make them understand by any means necessary that his sincere beliefs do not change his identity and the love he has for his family.",5.819,72,5.72
A Man in a Hurry,2018,Französisch,"The story revolves around Alain, a busy businessman who is always in a rush. In his life, there is no room for spare time or family. But one day, he suffers a stroke, which makes him lose his grasp of language and use one word in place of another.",6.5,305,4.539
Amore Mio,2023,Französisch,"Today is Raphael’s funeral. His young wife Lola doesn’t know what to do with her sadness, or with her 7-year-old son’s, or with anyone’s. Her sister Margaux is here, though they have been estranged for years. On their way to the ceremony, Lola forces Margaux to flee the procession and to take them away from this sad reality. During this improvised trip, the two sisters will rediscover each other and relearn freedom. The freedom of not wanting to bury the man you love.",5.667,15,3.122
Innocent,2017,Französisch,Francis is being interrogated about a series of crimes he might be guilty of.,7.2,2,3.597
La Tour 2 contrôle infernale,2016,Französisch,"Ernest Krakenkrick and Bachir Bouzouk are about to become pilots in the French army. But after the bad consequences of a test undertaken with the centrifuge, they are forced to give up their dream. They are eventually given the position of baggage handler at Orly-West Airport in Paris. But one night, there is a hostage-taking in the airport and the ""Moustachious"", a group of terrorists, take hold of the control tower.",4.14,229,4.535
"Basic Instinct: Sex, Death & Stone",2020,Französisch,A documentary about the Paul Verhoeven's cult classic Basic Instinct.,4.3,5,3.193
Ladies,2017,Französisch,"Lucie is in remission and her illness is almost a distant memory. Her family pushes her to live life to the fullest, and in doing so Lucie meets the charming and arrogant Clovis, who is immediately beguiled by her wit and humor. It is Dalila, however, an eccentric and delightful dance teacher, who inspires Lucie to rebuild her life and to grow into the woman she always wanted to be. For her mother, for her daughter, for Clovis.",6.4,105,7.036
Pétain et les francs-maçons,2022,Französisch,,0.0,0,3.119
Rat Pack,2022,Französisch,"In the 1950s, a small group of artists monopolized the attention of the cameras and the public. Frank Sinatra, Dean Martin, Sammy Davis Jr., Joey Bishop and Peter Lawford together form the ""rat pack"": they sing the most popular hits of the moment, star in the most profitable Hollywood films and are already making a splash on television . This documentary, produced by a recognized specialist in the history of Hollywood, recounts the exceptional destiny of this informal group which flirted with the greats of this world, notably through Sinatra, personal friend of American President Kennedy.",9.0,2,6.859
Volontaire,2018,Französisch,"The story revolves around 22-year-old Laure, who is trying to find her feet. After performing brilliantly in her literature studies, she enrols as a communications officer in the Naval Fusiliers. She will quickly have to adapt to and assimilate the rules that apply within the institution. But Laure is a determined woman, and she has a thirst for knowledge – still. A thirst to learn to get to know and be comfortable with herself, and to find her place.",5.8,111,5.537
Marseille,2016,Französisch,"Faced with the insistence of his brother Joseph, whom he has not seen for 25 years, Paolo resolves to give up his calm and harmonious life in Canada, to return to Marseilles at the bedside of his rugged father. He left, therefore, with his son under his arm, determined not to linger in that city which he had fled years before, after a tragedy. He does not imagine that the affection of his newfound family, his love affair with a young woman and the joyful and simple solidarity of the Marseillais will reconcile him with this city he would never have wanted to leave...Marseillle.",4.876,133,4.784
